"LOCATIONNUMBER","OLDLOCATIONID","LOCATIONID","NAME","PHONE","EMAIL","ADDRESS1","ADDRESS2","CITY","STATE","POSTALCODE","COUNTRY","BUSINESSENTITYCODE","LOCATIONSTATUSNAME","LOCATIONSTATUSCODE","WEBSITEURL","LOCATIONDESCRIPTION","LOCATIONNAMEIDENTIFIER","ISCORPORATE","MAP"
"804","","766","Clayton","314-.87-5.02","claytonmo@snapfitness.com","6451 Clayton Road","Suite A","St. Louis","MO","63117","USA","snapfitness","Open","open","www.snapfitness.com/claytonmo","","Clayton - 804","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_804.pdf"
"805","","1251","Lexington","859-226-2935","lexington2@snapfitness.com","129 Towne Center Drive","","Lexington","KY","40511","USA","snapfitness","Open","open","www.snapfitness.com/lexington2","","Lexington - 805","0",""
"808","","1043","Plum","724-325-1000","plumpa@snapfitness.com","2800 Golden Mile Hwy","","Pittsburgh","PA","15239","USA","snapfitness","Open","open","www.snapfitness.com/plumpa","","Plum - 808","0",""
"81","","193","Seward","402--64-6-20","seward@snapfitness.com","33 Main Street","","Seward","NE","68434","USA","snapfitness","Open","open","www.snapfitness.com/seward","","Seward - 81","0",""
"811","","1243","Mesquite","972--22-2-65","mesquitetx@snapfitness.com","540 Clay-Mathis Rd","Suite 102","Mesquite","TX","75181","USA","snapfitness","Open","open","www.snapfitness.com/mesquitetx","","Mesquite - 811","0",""
"814","","346","Georgetown","616--66-9-91","georgetown@snapfitness.com","3715 Baldwin St.","","Hudsonville","MI","49426","USA","snapfitness","Open","open","www.snapfitness.com/Georgetown","","Georgetown - 814","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_814.pdf"
"815","","892","Lawrenceburg","502-839-0030","lawrenceburgky@snapfitness.com","1004 Bypass North","","Lawrenceburg","KY","40342","USA","snapfitness","Open","open","www.snapfitness.com/lawrenceburgky","","Lawrenceburg - 815","0",""
"816","","935","West Jordan","801--28-2-27","westjordanut2@snapfitness.com","7759 South 4800 West","","West Jordan","UT","84084","USA","snapfitness","Open","open","www.snapfitness.com/westjordanut2","","West Jordan - 816","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_816.pdf"
"818","","539","Miamisburg","937--42-8-76","miamisburgoh@snapfitness.com","9468 Springboro Pike","","Miamisburg","OH","45342","USA","snapfitness","Open","open","www.snapfitness.com/miamisburgoh","","Miamisburg - 818","0",""
"819","","1350","Lindenhurst","847--35-6-18","lindenhurstil@snapfitness.com","435 S. Route 45","","Lindenhurst","IL","60046","USA","snapfitness","Open","open","www.snapfitness.com/lindenhurstil","","Lindenhurst - 819","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_819.pdf"
"82","","163","Osceola","715-254-9652","osceolaia@snapfitness.com","115 N. Main","","Osceola","IA","50213","USA","snapfitness","Open","open","www.snapfitness.com/osceolaia","","Osceola - 82","0",""
"820","","1505","Petal","601--58-2-77","petalms@snapfitness.com","1229 Hwy 42","","Petal","MS","39465","USA","snapfitness","Open","open","www.snapfitness.com/petalms","","Petal - 820","0",""
"822","","1124","Catskill","518-943-3232","catskillny@snapfitness.com","321 Main St.","","Catskill","NY","12414","USA","snapfitness","Open","open","www.snapfitness.com/catskillny","","Catskill - 822","0",""
"823","","1296","Bartlett","901-382-1125","bartlett@snapfitness.com","6490 Memphis Arlington Rd","Suites 106 & 107","Bartlett","TN","38135","USA","snapfitness","Open","open","www.snapfitness.com/bartlett","","Bartlett - 823","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_823.pdf"
"824","","1280","Fort Mill","803-802-7348","fortmillsc@snapfitness.com","3150 Hwy 21","","Fort Mill","SC","29715","USA","snapfitness","Open","open","www.snapfitness.com/fortmillsc","","Fort Mill - 824","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_824.pdf"
"825","","1345","Jamestown","716-338-9882","jamestownny2@snapfitness.com","707 Fairmount Ave.","","Jamestown","NY","14701","USA","snapfitness","Open","open","www.snapfitness.com/jamestownny2","","Jamestown - 825","0",""
"826","","1295","Johnstown","814--31-0-47","johnstownrichland@snapfitness.com","814 Scalp Ave.","","Johnstown","PA","15904","USA","snapfitness","Open","open","www.snapfitness.com/johnstownrichland","","Johnstown - 826","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_826.pdf"
"827","","1125","Medford","609-953-7627","medfordnj@snapfitness.com","7 Wilkins Station Rd","","Medford","NJ","08055","USA","snapfitness","Open","open","www.snapfitness.com/medfordnj","","Medford - 827","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_827.pdf"
"828","","1322","Harrison Township","586--60-1-53","harrisontwp@snapfitness.com","26110 Crocker Blvd.","","Harrison Township","MI","48045","USA","snapfitness","Open","open","www.snapfitness.com/harrisontwp","","Harrison Township - 828","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_828.pdf"
"83","","132","Menomonie","715-232-9999","menomonie@snapfitness.com","1320 Broadway St. N","","Menomonie","WI","54751","USA","snapfitness","Open","open","www.snapfitness.com/menomonie","","Menomonie - 83","0",""
"830","","1383","Athens","423-745-9422","athenstn@snapfitness.com","2015 S. Congress Pkwy.","","Athens","TN","37303","USA","snapfitness","Open","open","www.snapfitness.com/athenstn","","Athens - 830","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_830.pdf"
"831","","1490","Grandview","614--55-9-99","grandviewoh@snapfitness.com","1409 West 3rd Ave.","","Grandview","OH","43212","USA","snapfitness","Open","open","www.snapfitness.com/grandviewoh","","Grandview - 831","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_831.pdf"
"832","","1425","Monroe","734--68-2-54","monroemi@snapfitness.com","1539 Telegraph Road","","Monroe","MI","48162","USA","snapfitness","Open","open","www.snapfitness.com/monroemi","","Monroe - 832","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_832.pdf"
"834","","382","Seminole","727--47-4-38","seminolefl@snapfitness.com","9360 Oakhurst Road","","Seminole","FL","33776","USA","snapfitness","Open","open","www.snapfitness.com/seminolefl","","Seminole - 834","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_834.pdf"
"835","","1063","Mukwonago","262--37-8-43","mukwonagowi@snapfitness.com","1005 S. Main Street","","Mukwonago","WI","53149","USA","snapfitness","Open","open","www.snapfitness.com/mukwonagowi","","Mukwonago - 835","0",""
"836","","1544","Sedona-Village of Oak Creek","928--28-4-05","sedonavillage@snapfitness.com","6560 AZ-179","La Plaza Shopping Center","Sedona-Village of Oak Creek","AZ","86351","USA","snapfitness","Open","open","www.snapfitness.com/sedonavillage","","Sedona-Village of Oak Creek - 836","0",""
"837","","1394","Union City","731-885-8777","unioncitytn@snapfitness.com","320 West Reelfoot Avenue","Suite B","Union City","TN","38261","USA","snapfitness","Open","open","www.snapfitness.com/unioncitytn","","Union City - 837","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_837.pdf"
"839","","711","Prescott","928--77-6-03","prescottaz2@snapfitness.com","1454 West Gurley St.","","Prescott","AZ","86305","USA","snapfitness","Open","open","www.snapfitness.com/prescottaz2","","Prescott - 839","0",""
"84","","224","Denham Springs","225-791-0100","watson@snapfitness.com","34130 N LA Highway 16","","Denham Springs","LA","70706","USA","snapfitness","Open","open","www.snapfitness.com/watson","","Denham Springs - 84","0",""
"840","","1542","New Smyrna Beach","386-423-8995","newsmyrnabeach@snapfitness.com","424 Luna Bella Lane","Suite 131","New Smyrna Beach","FL","32168","USA","snapfitness","Open","open","www.snapfitness.com/newsmyrnabeach","","New Smyrna Beach - 840","0",""
"841","","786","Phoenixville","610-933-9050","phoenixville@snapfitness.com","785 Starr Street","Suite 114 ","Phoenixville","PA","19460","USA","snapfitness","Open","open","www.snapfitness.com/phoenixville","","Phoenixville - 841","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_841.pdf"
"842","","312","Plymouth","763--55-9-76","plymouthrockford169@snapfitness.com","4445 Nathan Lane N.","Rockford Road and 169","Plymouth","MN","55442","USA","snapfitness","Open","open","www.snapfitness.com/plymouthrockford169","","Plymouth - 842","1",""
"844","","1319","Johnstown","814--31-0-47","johnstownwestmont@snapfitness.com","1910 Minno Drive","Suite 130","Johnstown","PA","15905","USA","snapfitness","Open","open","www.snapfitness.com/johnstownwestmont","","Johnstown - 844","0",""
"845","","308","Forest Lake","651-464-3234","forestlakemn@snapfitness.com","56 East Broadway","Suite 100","Forest Lake","MN","55025","USA","snapfitness","Open","open","www.snapfitness.com/forestlakemn","","Forest Lake - 845","0",""
"846","","1254","Hainesport","609-702-7627","hainesportnj@snapfitness.com","1351 Route 38 W","Suite B4","Hainesport","NJ","08036","USA","snapfitness","Open","open","www.snapfitness.com/hainesportnj","","Hainesport - 846","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_846.pdf"
"848","","1155","Byron","815--23-4-27","byronil@snapfitness.com","211 N. Walnut Street","","Byron","IL","61010","USA","snapfitness","Open","open","www.snapfitness.com/byronil","","Byron - 848","0",""
"85","","69","Fargo","701-356-3651","fargo1@snapfitness.com","4265 45th Street S.","","Fargo","ND","58104","USA","snapfitness","Open","open","www.snapfitness.com/fargo1","","Fargo - 85","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_85.pdf"
"850","","1210","Sioux Falls East","605--27-4-04","eastsiouxfalls@snapfitness.com","1516 S. Sycamore Ave.","","Sioux Falls","SD","57110","USA","snapfitness","Open","open","www.snapfitness.com/eastsiouxfalls","","Sioux Falls East - 850","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_850.pdf"
"852","","781","Aurora","330--99-5-07","auroraoh@snapfitness.com","317 East Garfield Rd","","Aurora","OH","44202","USA","snapfitness","Open","open","www.snapfitness.com/auroraoh","","Aurora - 852","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_852.pdf"
"853","","799","Roseville","586--44-3-44","rosevillemi@snapfitness.com","26700 Gratiot Ave","","Roseville","MI","48066","USA","snapfitness","Open","open","www.snapfitness.com/rosevillemi","","Roseville - 853","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_853.pdf"
"856","","1489","Mount Union","814--54-2-42","mountunionpa@snapfitness.com","1 West Shirley Street","","Mount Union","PA","17066","USA","snapfitness","Open","open","www.snapfitness.com/mountunionpa","","Mount Union - 856","0",""
"857","","411","Hampshire","847--68-3-33","hampshire@snapfitness.com","111 West Oak Knoll Drive","","Hampshire","IL","60140","USA","snapfitness","Open","open","www.snapfitness.com/hampshire","","Hampshire - 857","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_857.pdf"
"859","","864","Perkasie","215--25-7-88","perkasiepa@snapfitness.com","1143 N. 5th St.","","Perkasie","PA","18944","USA","snapfitness","Open","open","www.snapfitness.com/perkasiepa","","Perkasie - 859","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_859.pdf"
"86","","125","Mandeville","985-674-7627","mandeville@snapfitness.com","3441 East Causeway Approach","Suite #10","Mandeville","LA","70448","USA","snapfitness","Open","open","www.snapfitness.com/mandeville","","Mandeville - 86","0",""
"862","","1552","Salem West","503--99-1-59","salemwest@snapfitness.com","1124 Wallace Rd. North West Suite 140","","Salem","OR","97304","USA","snapfitness","Open","open","www.snapfitness.com/salemwest","","Salem West - 862","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_862.pdf"
"864","","324","Tucson","520--57-2-87","tucsonsoutheast@snapfitness.com","7545 S Houghton Rd.","Suite #3","Tucson","AZ","85747","USA","snapfitness","Open","open","www.snapfitness.com/tucsonsoutheast","","Tucson - 864","0",""
"865","","1268","St. Johns","989--22-7-80","stjohnsmi@snapfitness.com","2429 Ontario Drive","","St. Johns","MI","48879","USA","snapfitness","Open","open","www.snapfitness.com/stjohnsmi","","St. Johns - 865","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_865.pdf"
"866","","966","Lees Summit North","816--27-2-01","leessummitnorth@snapfitness.com","631 NE Woods Chapel Rd","","Lee's Summit","MO","64064","USA","snapfitness","Open","open","www.snapfitness.com/leessummitnorth","","Lees Summit North - 866","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_866.pdf"
"870","","1264","Indianola","515-961-3550","indianolaia@snapfitness.com","710 W 2nd Avenue","","Indianola","IA","50125","USA","snapfitness","Open","open","www.snapfitness.com/indianolaia","","Indianola - 870","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_870.pdf"
"872","","1480","Lexington/West Davidson","336-853-7627","westdavidson@snapfitness.com","4705 S NC Hwy 150","","Lexington","NC","27295","USA","snapfitness","Open","open","www.snapfitness.com/westdavidson","","Lexington/West Davidson - 872","0",""
"873","","1169","Glen Mills","610--36-1-82","glenmillspa@snapfitness.com","45 W. Baltimore Pike","","Glen Mills","PA","19342","USA","snapfitness","Open","open","www.snapfitness.com/glenmillspa","","Glen Mills - 873","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_873.pdf"
"874","","1282","Waxhaw","704-243-2935","waxhawnc@snapfitness.com","3913 Providence Road S","","Waxhaw","NC","28173","USA","snapfitness","Open","open","www.snapfitness.com/waxhawnc","","Waxhaw - 874","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_874.pdf"
"875","","1499","Lockhart","512-398-2454","lockharttx@snapfitness.com","605 State Park Road","","Lockhart","TX","78644","USA","snapfitness","Open","open","www.snapfitness.com/lockharttx","","Lockhart - 875","0",""
"890","","1532","Madison","608--66-3-76","madisonwi@snapfitness.com","2045 Atwood Ave.","Suite 101","Madison","WI","53704","USA","snapfitness","Open","open","www.snapfitness.com/madisonwi","","Madison - 890","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_890.pdf"
"891","","1170","Brookhaven","601--82-3-70","brookhavenms@snapfitness.com","939 Brookway Blvd.","Suite P","Brookhaven","MS","39601","USA","snapfitness","Open","open","www.snapfitness.com/brookhavenms","","Brookhaven - 891","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_891.pdf"
"894","","695","Grafton","262--37-7-70","grafton@snapfitness.com","2263 Wisconsin Avenue","Creekside Plaza Shopping Center","Grafton","WI","53024","USA","snapfitness","Open","open","www.snapfitness.com/grafton","","Grafton - 894","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_894.pdf"
"897","","1311","Xenia","937--37-2-55","xeniaoh@snapfitness.com","40 S. Progress Drive","","Xenia","OH","45385","USA","snapfitness","Open","open","www.snapfitness.com/xeniaoh","","Xenia - 897","0",""
"898","","1577","Holly","248--63-4-20","hollymi@snapfitness.com","15213 N. Holly Rd","","Holly","MI","48442","USA","snapfitness","Open","open","www.snapfitness.com/hollymi","","Holly - 898","0",""
"899","","564","St. Henry","419--67-8-SN","sthenryoh@snapfitness.com","531 S. Eastern Av.","","St. Henry","OH","45883","USA","snapfitness","Open","open","www.snapfitness.com/sthenryoh","","St. Henry - 899","0",""
"9","","10","Annandale","320-274-7627","annandale@snapfitness.com","990 Elm St. Suite 300","","Annandale","MN","55302","USA","snapfitness","Open","open","www.snapfitness.com/annandale","","Annandale - 9","0",""
"90","","67","Ellsworth","715-273-3734","ellsworth@snapfitness.com","185 E Main #5","","Ellsworth","WI","54011","USA","snapfitness","Open","open","www.snapfitness.com/ellsworth","","Ellsworth - 90","0",""
"900","","749","Quincy","217--22-3-34","quincyil@snapfitness.com","6228 Broadway","Prairie Trail Shopping Center","Quincy","IL","62305","USA","snapfitness","Open","open","www.snapfitness.com/quincyil","","Quincy - 900","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_900.pdf"
"904","","761","Mattoon","217--23-5-00","mattoonil@snapfitness.com","140 Dettro Drive","","Mattoon","IL","61938","USA","snapfitness","Open","open","www.snapfitness.com/mattoonil","","Mattoon - 904","1",""
"905","","1270","Clayton","925--69-3-01","claytonca@snapfitness.com","6200 Center Street","Suite G","Clayton","CA","94517","USA","snapfitness","Open","open","www.snapfitness.com/claytonca","","Clayton - 905","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_905.pdf"
"906","","1584","Mars","724-687-0456","marspa@snapfitness.com","158 Brickyard Rd.","Suite 400","Mars","PA","16046","USA","snapfitness","Open","open","www.snapfitness.com/marspa","","Mars - 906","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_906.pdf"
"907","","1573","Quinton","804--93-2-88","quintonva@snapfitness.com","3215 Rock Creek Villa Drive Suite B","Corner of Rt 60 and Longview Drive","Quinton","VA","23141","USA","snapfitness","Open","open","www.snapfitness.com/quintonva","","Quinton - 907","0",""
"908","","1504","Meridian","601--69-3-18","meridianms@snapfitness.com","2405 Hwy 39 North","","Meridian","MS","39301","USA","snapfitness","Open","open","www.snapfitness.com/meridianms","","Meridian - 908","0",""
"909","","1400","Lithia","813-341-7627","lithiafl@snapfitness.com","15276 FishHawk Blvd","","Lithia","FL","33547","USA","snapfitness","Open","open","www.snapfitness.com/lithiafl","","Lithia - 909","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_909.pdf"
"910","","1380","Longview","360--42-5-59","longviewwa@snapfitness.com","3707 Ocean Beach Highway","","Longview","WA","98632","USA","snapfitness","Open","open","www.snapfitness.com/longviewwa","","Longview - 910","0",""
